smiles,value,wdgraph_string
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC(*)=O)cc2)cc1,44.64,['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC(*)=O)cc2)cc1,34.42,['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC(*)=O)cc2)cc1,28.99,['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC(*)=O)cc2)cc1,23.17,['[1*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([2*])=O)cc2)cc1.[3*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([4*])=O)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOC(=O)O*,64.6,['[1*]CCCCOC(=O)O[2*].[3*]CCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCOC(=O)O*,44.07,['[1*]CCCCCCCCCCOC(=O)O[2*].[3*]CCCCCCCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCOC(=O)O*,15.11,['[1*]CCCCCOC(=O)O[2*].[3*]CCCCCOC(=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCC(*)=O,93.5,['[1*]CCC([2*])=O.[3*]CCC([4*])=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCC1CC(*)C2CCCC12,23.26,['[1*]CCC1CC([2*])C2CCCC12.[3*]CCC1CC([4*])C2CCCC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCC1CCC(*)C1,23.52,['[1*]CCC1CCC([2*])C1.[3*]CCC1CCC([4*])C1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCC1CC(*)C2C3CCC(C3)C12,10.18,['[1*]CCC1CC([2*])C2C3CCC(C3)C12.[3*]CCC1CC([4*])C2C3CCC(C3)C12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(*)c1ccc(S(=O)(=O)O)cc1,11.0,['[1*]CC([2*])c1ccc(S(=O)(=O)O)cc1.[3*]CC([4*])c1ccc(S(=O)(=O)O)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C=CCCCCCCC(Cl)CCCCCC*,11.79,['[1*]C=CCCCCCCC(Cl)CCCCCC[2*].[3*]C=CCCCCCCC(Cl)CCCCCC[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C=CCCCCCCCCCC(Cl)CCCCCCCCC*,27.65,['[1*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[2*].[3*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,13.63,['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,8.9,['[1*]C=CCCCCCCCCCC(CCCCCCCCC[2*])COCCOCCOCCOCCOCCCCCC.[3*]C=CCCCCCCCCCC(CCCCCCCCC[4*])COCCOCCOCCOCCOCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,20.64,['[1*]C=CCCCCCCCCCC(CCCCCCCCC[2*])COCCOCCOCCOCCOCCCCCCCCCCCCCC.[3*]C=CCCCCCCCCCC(CCCCCCCCC[4*])COCCOCCOCCOCCOCCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,28.0,['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])COCCOCCOCCOCCOCCCCCCCCCCCCCC.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])COCCOCCOCCOCCOCCCCCCCCCCCCCC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(*)(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,10.57,['[1*]CC([2*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC.[3*]CC([4*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(*)(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,12.52,['[1*]CC([2*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O.[3*]CC([4*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(*)C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,6.12,['[1*]CC([2*])C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O.[3*]CC([4*])C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCC(*)Cl,10.35,['[1*]CCCCCCCCCCCCCCC([2*])Cl.[3*]CCCCCCCCCCCCCCC([4*])Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCCCCCCCCCCC(*)Cl,41.96,['[1*]CCCCCCCCCCCCCCCCCCCCC([2*])Cl.[3*]CCCCCCCCCCCCCCCCCCCCC([4*])Cl|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*C=CC1CC(*)C2CC=CC12,41.11,['[1*]C=CC1CC([2*])C2CC=CC12.[3*]C=CC1CC([4*])C2CC=CC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,26.83,['[1*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([2*])=O)cc3)cc2)c1.[3*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([4*])=O)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C(*)=O)c4)c3)cc2)cc1,73.55,['[1*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([2*])=O)c4)c3)cc2)cc1.[3*]Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C([4*])=O)c4)c3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)cc1,64.24,['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([2*])=O)c5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C([4*])=O)c5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,55.4,['[1*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([2*])=O)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C([4*])=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,79.04,['[1*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1,41.49,['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([2*])=O)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C([4*])=O)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,48.89,['[1*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([2*])=O)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C([4*])=O)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1,76.73,['[1*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([2*])=O)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C([4*])=O)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C(*)=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1,30.44,['[1*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([2*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1.[3*]Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C([4*])=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc(*)c4)cc3)c2)cc1,44.88,['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([2*])c4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc([4*])c4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc(*)c5)cc4)cc3)c2)cc1,57.07,['[1*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([2*])c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc([4*])c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C(*)=O)c5)cc4)cc3)c2)cc1,56.34,['[1*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([2*])=O)c5)cc4)cc3)c2)cc1.[3*]Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C([4*])=O)c5)cc4)cc3)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C(*)=O)cc4)c3)cc2)c1,18.79,['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([2*])=O)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C([4*])=O)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C(*)=O)cc5)cc4)c3)cc2)c1,58.26,['[1*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([2*])=O)cc5)cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C([4*])=O)cc5)cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc(*)cc4)c3)cc2)c1,12.53,['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([2*])cc4)c3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc([4*])cc4)c3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc(*)cc4)cc3)cc2)c1,43.84,['[1*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(C(=O)c2ccc(*)cc2)c1,47.28,['[1*]Oc1cccc(C(=O)c2ccc([2*])cc2)c1.[3*]Oc1cccc(C(=O)c2ccc([4*])cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(CS(C)(=O)=O)O*,0.37,['[1*]CC(CS(C)(=O)=O)O[2*].[3*]CC(CS(C)(=O)=O)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(CS(=O)(=O)CCC)O*,0.16,['[1*]CC(CS(=O)(=O)CCC)O[2*].[3*]CC(CS(=O)(=O)CCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(CS(=O)(=O)CCCC)O*,0.13,['[1*]CC(CS(=O)(=O)CCCC)O[2*].[3*]CC(CS(=O)(=O)CCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CC(CS(=O)(=O)CCCCC)O*,0.44,['[1*]CC(CS(=O)(=O)CCCCC)O[2*].[3*]CC(CS(=O)(=O)CCCCC)O[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)c1,92.57,['[1*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([2*])cc4)cc3)cc2)c1.[3*]Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc([4*])cc4)cc3)cc2)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)cc2)cc1,22.1,['[1*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([2*])=O)cc4)cc3)cc2)cc1.[3*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([4*])=O)cc4)cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,11.3,['[1*]CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,28.22,['[1*]CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,15.32,['[1*]CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[2*])cc3)cc2)c(C)c1.[3*]CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[4*])cc3)cc2)c(C)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*Oc1cc(C(=O)c2ccccc2)c(Oc2ccc(*)cc2)cc1C(=O)c1ccccc1,72.56,['[1*]Oc1cc(C(=O)c2ccccc2)c(Oc2ccc([2*])cc2)cc1C(=O)c1ccccc1.[3*]Oc1cc(C(=O)c2ccccc2)c(Oc2ccc([4*])cc2)cc1C(=O)c1ccccc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O*)cc3)cc2)cc1,55.55,['[1*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[2*])cc3)cc2)cc1.[3*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[4*])cc3)cc2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO*,27.62,['[1*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO*,46.76,['[1*]CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO*,47.64,['[1*]CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO[2*].[3*]CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO[4*]|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO*)C(C)C)C(C)C,42.16,['[1*]CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO[2*])C(C)C)C(C)C.[3*]CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO[4*])C(C)C)C(C)C|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO*)C(C)C)C(C)C,44.71,['[1*]CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO[2*])C(C)C)C(C)C.[3*]CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO[4*])C(C)C)C(C)C|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,26.35,['[1*]CCOCCOCCOCCOCc1cc(CO[2*])cc(OCCCCCCCCCCCCCCCC)c1.[3*]CCOCCOCCOCCOCc1cc(CO[4*])cc(OCCCCCCCCCCCCCCCC)c1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,10.14,['[1*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[2*])cc3)c(C(=O)OCC=C)c2)cc1.[3*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[4*])cc3)c(C(=O)OCC=C)c2)cc1|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C(*)COC12,33.84,['[1*]OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C([2*])COC12.[3*]OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C([4*])COC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
*OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C(*)COC12,19.94,['[1*]OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C([2*])COC12.[3*]OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C([4*])COC12|0.5|0.5|<1-3:0.5:0.5<1-4:0.5:0.5<2-3:0.5:0.5<2-4:0.5:0.5']
